GBP/USD,20150101 22:14:23.386,1.55802,1.55862
GBP/USD,20150101 22:14:23.416,1.55802,1.5584
GBP/USD,20150101 22:14:25.391,1.55801,1.5584
GBP/USD,20150101 22:14:26.392,1.55802,1.5584
GBP/USD,20150101 22:14:28.521,1.55804,1.5584
GBP/USD,20150101 22:14:28.551,1.55801,1.5584
GBP/USD,20150101 22:14:30.166,1.55802,1.5584
GBP/USD,20150101 22:14:31.547,1.55801,1.5584
GBP/USD,20150101 22:14:31.562,1.55799,1.5584
GBP/USD,20150101 22:14:32.080,1.558,1.5584
GBP/USD,20150101 22:14:36.536,1.55807,1.5584
GBP/USD,20150101 22:14:36.539,1.558,1.5584
GBP/USD,20150101 22:14:52.384,1.55801,1.5584
GBP/USD,20150101 22:14:52.387,1.55801,1.55839
GBP/USD,20150101 22:14:52.389,1.558,1.55839
GBP/USD,20150101 22:14:57.795,1.558,1.55834
GBP/USD,20150101 22:14:58.068,1.55801,1.55834
GBP/USD,20150101 22:14:58.102,1.558,1.55834
GBP/USD,20150101 22:14:58.129,1.558,1.55839
GBP/USD,20150101 22:14:58.214,1.55801,1.55839
GBP/USD,20150101 22:14:58.597,1.55801,1.55846
GBP/USD,20150101 22:14:58.624,1.55804,1.55846
GBP/USD,20150101 22:14:58.657,1.55806,1.55846
GBP/USD,20150101 22:14:59.682,1.5581,1.55846
GBP/USD,20150101 22:15:03.720,1.55812,1.55846
GBP/USD,20150101 22:15:03.837,1.55799,1.55846
GBP/USD,20150101 22:15:03.850,1.55799,1.5585
GBP/USD,20150101 22:15:04.317,1.55805,1.5585
GBP/USD,20150101 22:15:05.392,1.5581,1.5585
GBP/USD,20150101 22:15:06.553,1.55811,1.5585
GBP/USD,20150101 22:15:07.557,1.55809,1.5585
GBP/USD,20150101 22:15:08.700,1.55809,1.55879
GBP/USD,20150101 22:15:09.565,1.5581,1.55875
GBP/USD,20150101 22:15:11.573,1.55809,1.55874
GBP/USD,20150101 22:15:12.429,1.5581,1.55879
GBP/USD,20150101 22:15:13.581,1.55812,1.55877
GBP/USD,20150101 22:15:14.585,1.55808,1.5588
GBP/USD,20150101 22:15:15.201,1.55803,1.55881
GBP/USD,20150101 22:15:15.940,1.55809,1.55874
GBP/USD,20150101 22:15:17.095,1.55811,1.55876
GBP/USD,20150101 22:15:18.099,1.55808,1.5588
GBP/USD,20150101 22:15:18.863,1.55803,1.55881
GBP/USD,20150101 22:15:18.946,1.55809,1.55874
